State/Region Name,District Name,Township Name,Total Population,% rural,% 0-14,% currently attending school/college,% 10yr and older in paid employment,% in institutions,percentile mean household,% HQ housing,% LQ housing,% households with access to safe sanitation,% households w/ electricity as source,% households w/ solar systems as source,% households w/ relatively efficient sources of lighting,% households w/ relatively poor sources of lighting,% cooking fuel electricity,% cooking fuel that costs natural resources,% cooking fuel that is fuel-based and requires transport,% availability to TV,% availibility to mobile phone,% availiability to radio,% availiability to computer,% availiability to Internet,% availiability to car/truck/van,% availability to 40wheel tractor,% availibility to motor boat
Kachin,Bhamo,Mansi,52945,0.8461422231,0.3223722731,0.2063839834,0.6156491831,0.03299650581,0.6965955359,0.1384309267,0.8615690733,0.9090392268,0.2506158802,0.1913966269,0.1458214895,0.4121660034,0.0458593898,0.9524350957,0.001326511275,0.6451582338,0.2839681637,0.3793822247,0.01260185712,0.004074284631,0.06101951867,0.189880614,0.8206367254
Kachin,Puta-O,Puta-O,61075,0.7383872288,0.3847237004,0.2707327057,0.5377174731,0.03981989357,0.7838543711,0.03676812808,0.9632318719,0.8451084427,0.09140835893,0.2330820069,0.2497440194,0.4257656148,0.003723354743,0.9955319743,0.0005585032114,0.2575630643,0.1071395327,0.2441589872,0.01824443824,0.004095690217,0.0065158708,0.003816438611,0.3849017965
Kachin,Puta-O,Sumprabum,2546,0.5534171249,0.3731343284,0.2808326787,0.6514195584,0.05538098979,0.7209818769,0.01878914405,0.9812108559,0.509394572,0.2505219207,0.1189979123,0.06680584551,0.5636743215,0.004175365344,0.993736952,0.002087682672,0.3465553236,0.09394572025,0.6951983299,0.01878914405,0,0.006263048017,0.03131524008,0.4488517745
Kachin,Puta-O,Machanbaw,8858,0.7386543238,0.3927523143,0.2601038609,0.5619654797,0.05701061188,0.6977685414,0.03664921466,0.9633507853,0.7865037813,0.1733566027,0.1861547411,0.2460732984,0.3944153578,0.007562536358,0.9901105294,0.002326934264,0.2344386271,0.061663758,0.3007562536,0.01279813845,0.001745200698,0.004072134962,0.003490401396,0.2937754508
Kachin,Puta-O,Khaunglanhpu,11655,0.9613899614,0.3254397254,0.3441441441,0.4561828523,0.001716001716,0.9764750676,0.0005844535359,0.9994155465,0.05376972531,0.08533021625,0.001168907072,0.06370543542,0.8497954413,0.004091174752,0.9777907656,0.002337814144,0.1180596143,0.007013442431,0.5862068966,0.005260081823,0.005260081823,0.007013442431,0.006428988895,0.007013442431
Kachin,Puta-O,Nawngmun,7123,0.6860873228,0.3959006037,0.2901867191,0.4586977648,0.01375824793,0.8323164719,0.0008250825083,0.9991749175,0.4785478548,0.147689769,0.1328382838,0.1501650165,0.5693069307,0.004125412541,0.9933993399,0.002475247525,0.1130363036,0.04290429043,0.3118811881,0.01155115512,0.001650165017,0.002475247525,0.0008250825083,0.1831683168
Kayah,Loikaw,Loikaw,128401,0.6000887844,0.3160567285,0.2107538103,0.6110816595,0.04811489007,0.6624205492,0.3381770145,0.6618229855,0.9512738253,0.6765050009,0.1207397622,0.04110209473,0.1616531421,0.3916588035,0.6058124174,0.001547461785,0.6862804303,0.4772976033,0.3122098509,0.05653896962,0.08144933006,0.05189658426,0.09277222117,0.681487073
Kayah,Loikaw,Demoso,79201,0.9290286739,0.3854749309,0.2466509261,0.5308430725,0.01430537493,0.7304564716,0.2704763146,0.7295236854,0.9210269108,0.3894572229,0.2711279077,0.04632827263,0.2930865967,0.07349970678,0.9248713104,0.001498664234,0.477943572,0.1872027106,0.2791425034,0.0143350492,0.01348797811,0.02026454682,0.135270737,0.6612367238
Kayah,Loikaw,Hpruso,29374,0.8556546606,0.3955198475,0.2115476272,0.4972404116,0.03595016001,0.688049807,0.19357022,0.80642978,0.7021996616,0.2093062606,0.1561759729,0.04636209814,0.5881556684,0.06192893401,0.9299492386,0.00524534687,0.2302876481,0.05922165821,0.2614213198,0.008121827411,0.0006768189509,0.003891708968,0.07969543147,0.3509306261
Kayah,Loikaw,Shadaw,6742,0.7666864432,0.379857609,0.1974191635,0.6141747959,0.02847819638,0.6689609395,0.01137980085,0.9886201991,0.5953058321,0.2382645804,0.1948790896,0.04836415363,0.5184921764,0.004978662873,0.9907539118,0.003556187767,0.1543385491,0.007112375533,0.1543385491,0.005689900427,0.0007112375533,0.009957325747,0.01351351351,0.213371266
Kayah,Bawlake,Bawlakhe,10996,0.5021826119,0.2915605675,0.1670607494,0.724137931,0.1687886504,0.630694286,0.1946179721,0.8053820279,0.8942815954,0.4521864488,0.0682364248,0.02162421913,0.4579529073,0.2397885632,0.7530033638,0.006246996636,0.5088899568,0.01345506968,0.3397405094,0.02210475733,0.001441614608,0.02066314272,0.0336376742,0.5391638635
Kayah,Bawlake,Hpasawng,25594,0.8770024224,0.3252324764,0.1822302102,0.7028663706,0.1082675627,0.6924381806,0.07775195436,0.9222480456,0.7335727868,0.2556518065,0.2364251004,0.1994506655,0.3084724276,0.1050073949,0.8918233678,0.002112824847,0.5117261779,0.02683287555,0.2452989647,0.009507711811,0.004014367209,0.02429748574,0.01014155926,0.4229875343
Kayah,Bawlake,Mese,6319,0.8396898243,0.3453078019,0.2016141795,0.618622978,0.1125178034,0.6185029873,0.1098310292,0.8901689708,0.8279569892,0.1589861751,0.1943164363,0.1973886329,0.4493087558,0.01612903226,0.9807987711,0.00153609831,0.5138248848,0.008448540707,0.3786482335,0.003072196621,0.0007680491551,0.01920122888,0.0668202765,0.5537634409
Kayin,Hpa-An,Hpa-An,421575,0.8217612524,0.3481159936,0.2031880448,0.5614970318,0.03730534306,0.6533681247,0.1950289808,0.8049710192,0.7462694934,0.3815487068,0.04134668206,0.0834557216,0.4936488895,0.2210051908,0.769644719,0.008083231499,0.5728668005,0.3028016637,0.2617016267,0.0348105878,0.04641411707,0.04799488772,0.04855544469,0.4415170914
Kayin,Hpa-An,Hlaingbwe,265883,0.9393868732,0.3856621145,0.1755809886,0.5252447803,0.02458976317,0.7010751829,0.08403614458,0.9159638554,0.5716114458,0.0843185241,0.07692018072,0.07827560241,0.7604856928,0.009375,0.9854103916,0.004819277108,0.3194277108,0.09303463855,0.1609751506,0.008584337349,0.002842620482,0.02923569277,0.05888554217,0.347628012
Kayin,Hpa-An,Thandaunggyi,96052,0.7798275934,0.3748594511,0.218808562,0.6046903288,0.01764669138,0.707908247,0.167816092,0.832183908,0.6481191223,0.1864681296,0.2079937304,0.1280564263,0.4774817137,0.05532915361,0.9416405434,0.002716823406,0.3784743992,0.187199582,0.3064785789,0.01034482759,0.008045977011,0.01128526646,0.001985370951,0.3858934169
Kayin,Hpapun,Hpapun,35085,0.5063417415,0.3639162035,0.2162747613,0.5935120203,0.06743622631,0.7225998006,0.1187326976,0.8812673024,0.7548446632,0.103814211,0.1153491233,0.3332820671,0.4475545986,0.002922177791,0.9852353122,0.01045832052,0.3485081513,0.2279298677,0.2500768994,0.0138418948,0.01015072285,0.02876038142,0.00676714857,0.2733005229
Kayin,Myawaddy,Myawaddy,210540,0.4462809917,0.3313052152,0.1660539565,0.6715231464,0.04414363066,0.6565404142,0.189590149,0.810409851,0.8471919302,0.5974645583,0.01749363868,0.09482915304,0.2902126499,0.08801344965,0.8647310069,0.04175754271,0.5706788441,0.5087468193,0.1677344602,0.04246183206,0.02251454017,0.07676753908,0.06756633951,0.3892675391
Kayin,Kawkareik,Kawkareik,220342,0.8050757459,0.3529331675,0.1937351935,0.5498129727,0.02905483294,0.6752187069,0.1698975779,0.8301024221,0.7054156227,0.1425776957,0.05444195349,0.1803156183,0.6226647325,0.07092619456,0.9194250297,0.007538792914,0.4869884391,0.1985142204,0.2838366522,0.02345158029,0.02277023166,0.02720998725,0.1025100004,0.4662622533
Kayin,Kawkareik,Kyainseikgyi,254849,0.8433935389,0.3649415929,0.1698456733,0.5793642966,0.03154809318,0.7008579369,0.1593893371,0.8406106629,0.5666429362,0.1436481569,0.04536465749,0.1194826768,0.6915045088,0.01939962031,0.9383404525,0.0400450878,0.3998576175,0.1907530454,0.1978326214,0.01591915836,0.01453488372,0.03158123715,0.05701233982,0.4465472235
Chin,Hakha,Hakha,48352,0.4844887492,0.3472038385,0.2608578756,0.5128461165,0.03790949702,0.6749049894,0.1118281738,0.8881718262,0.9738832308,0.179590602,0.1063829787,0.4559846728,0.2580417465,0.01189875971,0.9809418171,0.005243521226,0.5100332762,0.4929918322,0.1842291015,0.04860340829,0.03771301805,0.01492386811,0.004134314813,0.4496319451
Chin,Hakha,Thantlang,50374,0.8493865883,0.3992932862,0.2725016874,0.3894174092,0.008436892047,0.7323437119,0.01789000204,0.982109998,0.8902065017,0.2486199141,0.1648947046,0.36219587,0.2242895113,0.01001840114,0.9831322838,0.00623594357,0.2975874054,0.09773052545,0.1817624208,0.02167245962,0.008178286649,0.008382743815,0.006133714987,0.2911470047
Chin,Falam,Falam,48077,0.7359236225,0.371258606,0.2735195624,0.3980144903,0.03515194376,0.6919826565,0.06897984625,0.9310201538,0.9516933306,0.337107833,0.1958238105,0.1683980885,0.298670268,0.0156866819,0.9721587368,0.01132349886,0.4296696447,0.3684811968,0.1725535009,0.02503635986,0.0254519011,0.007895283607,0.002493247455,0.5085185955
Chin,Falam,Tedim,87623,0.8464786643,0.4073017358,0.2751674789,0.3197660671,0.008764822022,0.8472211569,0.03480215215,0.9651978479,0.9349587959,0.188381121,0.1968262617,0.374378533,0.2404140843,0.005789007696,0.9915548594,0.002247497105,0.3051828645,0.1992780767,0.1748280324,0.03384866853,0.01866103657,0.01511952598,0.005039841994,0.3613702922
Chin,Falam,Tonzang,31878,0.8360311186,0.4315201707,0.2674885501,0.3175466187,0.01728464772,0.9104345576,0.009512244485,0.9904877555,0.8235175066,0.1252782837,0.2374013358,0.2962962963,0.3410240842,0.005464480874,0.9896782028,0.004654928152,0.2056263914,0.07508601498,0.1206233556,0.01578627808,0.005262092694,0.006071645416,0.001214329083,0.3003440599
Chin,Mindat,Mindat,42600,0.7299295775,0.4257981221,0.2901173709,0.4030076706,0.02438967136,0.7036243506,0.03602440742,0.9639755926,0.8493311429,0.04142220136,0.1106547759,0.0835484628,0.76437456,0.003402957052,0.9928420559,0.0003520300399,0.2332785731,0.2445435344,0.3448720958,0.01666275522,0.01243839474,0.008918094344,0.001290776813,0.2797465384
Chin,Mindat,Matupi,51351,0.7886896068,0.3929426886,0.2973651925,0.3886942675,0.0161827423,0.7142375359,0.04026779561,0.9597322044,0.8345968298,0.1362607069,0.134094713,0.2121689475,0.5174756326,0.0147681402,0.9787338781,0.005513439008,0.2552919169,0.01988776213,0.150241213,0.01338978045,0.004824259132,0.005021167668,0.002855173772,0.298316432
Chin,Mindat,Kanpetlet,21493,0.806495138,0.4361419997,0.2957241893,0.441844739,0.03568603731,0.7467033925,0.01860699019,0.9813930098,0.5398541614,0.1211968821,0.1136535077,0.09580085492,0.6693487553,0.001508674881,0.995976867,0.0007543374403,0.1249685693,0.07694241891,0.3645964295,0.01433241137,0.001508674881,0.008297711843,0.001005783254,0.2594920795
Chin,Mindat,Paletwa,97053,0.903083882,0.4059946627,0.2577457678,0.4809489062,0.01842292356,0.7009504892,0.01465464234,0.9853453577,0.2428776389,0.0518548883,0.168579627,0.1333777413,0.6461877434,0.0006661201066,0.9952346792,0.003176880508,0.1129329781,0.01465464234,0.2147468744,0.007890961263,0.001383480221,0.000768600123,0.0008710801394,0.007942201271
Sagaing,Sagaing,Sagaing,307194,0.7349166976,0.2414858363,0.131174437,0.6707168662,0.08702643932,0.6182269819,0.1815697773,0.8184302227,0.8106626959,0.562547012,0.03282010346,0.2749182568,0.1297146278,0.241729733,0.7548623797,0.001258769169,0.5735382159,0.4025605207,0.3815759176,0.02367100072,0.01587277221,0.02964247885,0.01229602567,0.5977464962
Sagaing,Sagaing,Myinmu,106986,0.8452320864,0.2288430262,0.1389153721,0.5689841794,0.02209634906,0.5937158182,0.1154362947,0.8845637053,0.6658631046,0.2718937717,0.08694277585,0.4993281695,0.141835283,0.1554299715,0.8417246285,0.001027505533,0.3964195384,0.2234824534,0.5125276636,0.01098640531,0.01640056908,0.01466171356,0.01809990515,0.5162424913
Sagaing,Sagaing,Myaung,106411,0.926746295,0.237296896,0.1454924773,0.6155464278,0.03777804926,0.606010246,0.06932651884,0.9306734812,0.5965707691,0.1006100074,0.1026296266,0.6734399472,0.1233204188,0.04842964306,0.9468304344,0.00065946748,0.3139065205,0.1351084,0.6073283324,0.00774874289,0.01137581403,0.007336575715,0.01335421647,0.4555683785
Sagaing,Shwebo,Shwebo,266807,0.7011360272,0.2417627723,0.1413493649,0.6791784107,0.0346692553,0.6454851498,0.1452606594,0.8547393406,0.7800931986,0.4494301621,0.04426060701,0.3458296246,0.1604796063,0.1584550675,0.8334467773,0.0008028343543,0.467075065,0.2940119029,0.3523221111,0.02157181004,0.04637241042,0.02270624989,0.03967048886,0.5834860464
Sagaing,Shwebo,Khin-U,146457,0.9226120977,0.2614965485,0.161863209,0.5734479231,0.02021071031,0.6316120312,0.1289847965,0.8710152035,0.6096432075,0.1200649828,0.1371996077,0.5053948014,0.2373406081,0.05964933791,0.9129475233,0.0005517410495,0.3082086807,0.1437285434,0.4365497793,0.005670671898,0.01986267778,0.008643943109,0.01701201569,0.4998773909
Sagaing,Shwebo,Wetlet,196216,0.9448872671,0.2434918661,0.1486932768,0.6239145641,0.01813307783,0.5922476772,0.09898955301,0.901010447,0.6070602843,0.1146386368,0.1015798938,0.5392190444,0.2445624251,0.05979191642,0.925308272,0.0003639321802,0.3424601815,0.1597020038,0.5247045727,0.007364274705,0.02249957184,0.009333790033,0.01731889022,0.4904521322
Sagaing,Shwebo,Kanbalu,295561,0.9153406573,0.2969437781,0.1781696503,0.553681921,0.01808425334,0.679550121,0.1131493983,0.8868506017,0.6499037928,0.1939307961,0.1268466882,0.3768059224,0.3024165933,0.1128721912,0.87941493,0.0008316211721,0.3255552294,0.1430551479,0.4346606659,0.009033688811,0.01630629749,0.00929458957,0.009033688811,0.5059681049
Sagaing,Shwebo,Kyunhla,104087,0.8832899401,0.2905742312,0.1813194731,0.5960331796,0.03107016246,0.69415562,0.09289172219,0.9071082778,0.9116138619,0.2756075349,0.08143603509,0.3577146144,0.2852418157,0.1189665916,0.8795954561,0.0008148396683,0.4112543738,0.1618175718,0.4136988928,0.008915304606,0.02410966783,0.01313329818,0.007717010976,0.6181757178
Sagaing,Shwebo,Ye-U,118290,0.8270521599,0.281612985,0.1679770057,0.5722339748,0.04423873531,0.6155774513,0.09153300724,0.9084669928,0.812952641,0.1639934782,0.11705153,0.4886436886,0.2303113032,0.05881014674,0.9008834793,0.0007583513442,0.3761043491,0.2292875289,0.4515982255,0.0117923634,0.02760398893,0.01368824176,0.01334698366,0.6321616805
Sagaing,Shwebo,Tabayin,140815,0.9694066683,0.2908638994,0.1803216987,0.588730253,0.02273905479,0.6512040632,0.1012687428,0.8987312572,0.6363816115,0.08686768825,0.08755972977,0.5640797495,0.2614928324,0.02705552809,0.9270060966,0.0004284066568,0.2611303345,0.1424287362,0.45648377,0.007513593673,0.02412259021,0.009128357225,0.01206129511,0.5513593673
Sagaing,Shwebo,Taze,165110,0.9130216219,0.2994973048,0.199509418,0.5099727031,0.0169341651,0.6485731143,0.06976097059,0.9302390294,0.8165678827,0.1343740435,0.133233158,0.3275454267,0.4048473718,0.02935693018,0.9624899129,0.00250438267,0.3017781117,0.1546873696,0.469070874,0.008542727551,0.0148315107,0.01305061636,0.01029579542,0.6175251134
Sagaing,Monywa,Monywa,372095,0.4423762749,0.236146683,0.1407543772,0.6718069153,0.06039586665,0.6609173349,0.2116321319,0.7883678681,0.8288354704,0.6727574313,0.02908032964,0.2154761591,0.08268607988,0.3249387852,0.6680050552,0.002316947948,0.6095942708,0.5078591928,0.4106921882,0.05488270451,0.07531397278,0.05318448698,0.02133961718,0.7323661831
Sagaing,Monywa,Budalin,123539,0.9578270829,0.2747553404,0.1794170262,0.615839719,0.03275888586,0.5996180309,0.2086944367,0.7913055633,0.6824853229,0.1714774951,0.08823734973,0.4656835337,0.2746016215,0.03155577299,0.9601272016,0.0003844003355,0.2718059827,0.1423329606,0.5288649706,0.00782778865,0.01991892647,0.008351970925,0.00831702544,0.508142298
Sagaing,Monywa,Ayadaw,155769,0.9389095391,0.2538245736,0.1593320879,0.6630166209,0.0200810174,0.6158512012,0.140597342,0.859402658,0.6780927763,0.08853361805,0.1203675086,0.5979320615,0.1931668118,0.0299794892,0.9675760726,0.0004776488438,0.2821499817,0.1348374589,0.5003231154,0.005591301172,0.01135118429,0.009440588913,0.01298080976,0.6083560451
Sagaing,Monywa,Chaung-U,105955,0.7930347789,0.2419895239,0.1402293426,0.6924887867,0.03897881176,0.6255024297,0.1313312799,0.8686687201,0.783068104,0.2879449008,0.0673340178,0.5482546201,0.09646646133,0.155971937,0.8409907598,0.0006844626968,0.3662303217,0.2911105407,0.5253678987,0.01197809719,0.02639459274,0.0170687885,0.0329825462,0.6235882957
Sagaing,Katha,Katha,167734,0.8406286144,0.3294084682,0.20087758,0.6012971226,0.04186986538,0.7220545768,0.08084853415,0.9191514658,0.7369919589,0.2039986233,0.2518694659,0.3216732893,0.2224586214,0.06626826445,0.9318544476,0.0005944745158,0.5414098432,0.2482400426,0.5135946935,0.01536247301,0.04070586027,0.01636369325,0.02887894622,0.6297049529
Sagaing,Katha,Indaw,120266,0.9290822011,0.3258360634,0.202459548,0.4680830903,0.02860326277,0.7221627416,0.1188979768,0.8811020232,0.3189840723,0.4055101162,0.1769263883,0.1194575979,0.2981058975,0.0560912613,0.9425742574,0.0007318123117,0.5729659923,0.2235901851,0.3271201033,0.01291433491,0.03740852346,0.0104175635,0.02470942746,0.6731812312
Sagaing,Katha,Tigyaing,129955,0.895848563,0.3018968104,0.1707821938,0.6240288966,0.05021738294,0.6716438743,0.07362916367,0.9263708363,0.7788851415,0.1865171094,0.269657812,0.3819015499,0.1619235287,0.02849672212,0.970328546,0.0004168403501,0.5774754633,0.1976581151,0.3031187237,0.009587328053,0.03471143279,0.02125885786,0.02440410777,0.5990374777
Sagaing,Katha,Banmauk,112668,0.9452817126,0.3366705719,0.1916959563,0.6449108152,0.09128590194,0.7791960894,0.03704685181,0.9629531482,0.697000212,0.08792664829,0.2278990884,0.351759593,0.3324146703,0.00953996184,0.9892940428,0.000635997456,0.5946576214,0.03948484206,0.2839198643,0.008956964172,0.001430994276,0.01536993852,0.01165995336,0.6368984524
Sagaing,Katha,Kawlin,145297,0.8525021164,0.2661445178,0.1629283468,0.603383786,0.03488716216,0.6412219516,0.08247619654,0.9175238035,0.7854663567,0.4715154603,0.116804127,0.2375887654,0.1740916473,0.105658695,0.8931949177,0.0006687259179,0.5740534344,0.1983568449,0.285928096,0.01789637933,0.02658981626,0.02139922937,0.02703563354,0.7010158265
Sagaing,Katha,Wuntho,73395,0.8368826214,0.3014101778,0.1752980448,0.5990744994,0.05385925472,0.7019816557,0.1068637804,0.8931362196,0.8396339317,0.3764167547,0.1354452658,0.2527279127,0.2354100669,0.04568813798,0.9522703273,0.001478352693,0.6233720521,0.2354100669,0.2490672298,0.01175642379,0.04737768391,0.01077085533,0.01886659627,0.6880675818
Sagaing,Katha,Pinlebu,111968,0.9378125893,0.3231726922,0.1800425121,0.4766991618,0.02392647899,0.7166005186,0.05835616438,0.9416438356,0.05356164384,0.09210045662,0.2743378995,0.3021004566,0.3314611872,0.0197716895,0.9774885845,0.002557077626,0.4730593607,0.06757990868,0.2887214612,0.007123287671,0.00196347032,0.01164383562,0.01739726027,0.5331050228
Sagaing,Kale,Kale,348573,0.6255992289,0.3083227903,0.2068089037,0.5929072271,0.02659701124,0.669552743,0.154488862,0.845511138,0.8111558493,0.05924225975,0.1606590719,0.6323571851,0.1477414833,0.003394302519,0.9782324891,0.003586692135,0.5012848878,0.3696903901,0.2984375215,0.02918825324,0.04441451717,0.02149266858,0.01398947354,0.5861836771
Sagaing,Kale,Kalewa,56432,0.8437234193,0.2919442869,0.1858697193,0.5650312377,0.02991210661,0.6698818544,0.06118449084,0.9388155092,0.8600766937,0.1681295271,0.06808691947,0.5890072433,0.1747763102,0.003323391564,0.9948870899,0.0009373668513,0.390370686,0.1589262889,0.4605879847,0.009714529186,0.0123561994,0.01286749041,0.005794631444,0.3732424372
Sagaing,Kale,Mingin,104363,0.9667794142,0.3034121288,0.2030413077,0.561482226,0.01977712408,0.6659629015,0.04606038625,0.9539396137,0.7254057485,0.04320427963,0.0729893916,0.6757638952,0.2080424336,0.0009520355427,0.9966905431,0.001314715749,0.2775863632,0.01604859915,0.5515005894,0.005576208178,0.0007253604135,0.002810771602,0.004624172636,0.3370205821
Sagaing,Tamu,Tamu,114869,0.4782056081,0.3530804656,0.2287562354,0.6123411023,0.02509815529,0.7118247065,0.08273206144,0.9172679386,0.9451551503,0.1571864902,0.1860032756,0.5053339826,0.1514762516,0.002788721172,0.9880926032,0.00513478819,0.484175114,0.3213226506,0.2883449161,0.02447877473,0.03532380151,0.01960957904,0.01212872383,0.5583196848
Sagaing,Mawlaik,Mawlaik,51314,0.8332618779,0.3194060101,0.1985228203,0.5567364571,0.02985540009,0.6910136499,0.07868535524,0.9213146448,0.9034316095,0.1216046399,0.1595940068,0.5258579024,0.1929434509,0.0008699855002,0.9976800387,0.0006766553891,0.4619623006,0.1778637023,0.5037216046,0.01295311745,0.02957950701,0.006379893668,0.007926534558,0.3827936201
Sagaing,Mawlaik,Paungbyin,112694,0.9108293254,0.3630006921,0.2203489094,0.5391513023,0.0207641933,0.7826969256,0.07107576805,0.9289242319,0.7656327176,0.08678257434,0.1147387138,0.5370443544,0.2614343574,0.002914155883,0.9953571076,0.001234811815,0.3012446903,0.01832460733,0.4577200435,0.008100365504,0.002617801047,0.006717376272,0.05833251013,0.4221080707
Sagaing,Hkamti,Hkamti,47658,0.7576272609,0.2952494859,0.1856351504,0.6453579653,0.2226069075,0.7227439308,0.08667300639,0.9133269936,0.7133541638,0.2177693248,0.1632930308,0.1971199565,0.4218176878,0.003124575465,0.993614998,0.0008151066431,0.4523841869,0.19263687,0.3100122266,0.02336639044,0.00964542861,0.01195489743,0.005977448716,0.3328352126
Sagaing,Hkamti,Homalin,258206,0.9178175565,0.346440439,0.18930234,0.6122135703,0.2313230521,0.7973774813,0.04384075204,0.956159248,0.7534062614,0.1027054248,0.112609462,0.2569174384,0.5277676748,0.004420445961,0.9938169712,0.001091122737,0.5436588982,0.1120499119,0.342752427,0.01527571832,0.009260554514,0.01493998825,0.04761771536,0.5422600229
Sagaing,Hkamti,Lay Shi,10491,0.743399104,0.4001525117,0.2404918502,0.4651131466,0.07139452864,0.7115565038,0.02034587996,0.97965412,0.5951169888,0.1607324517,0.1968463886,0.08138351984,0.5610376399,0.001017293998,0.997456765,0,0.1307222787,0.04577822991,0.3087487284,0.007121057986,0.001017293998,0.00508646999,0.002543234995,0.1831129196
